material,nominal_size,nominal_od,nominal_id,nominal_thickness,epsilon,selector_label,selector_value 
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,30.0,30,27.876,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,30.0,30,27.75,1.125,0.00015,- / - / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,30.0,30,27.624,1.188,0.00015,- / - / 1.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,30.0,30,27.5,1.25,0.00015,- / - / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,31.25,0.375,0.00015,STD / - / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,31,0.5,0.00015,XS / 20 / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,31.376,0.312,0.00015,- / 10 / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,30.75,0.625,0.00015,- / 30 / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,30.624,0.688,0.00015,- / 40 / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,31.5,0.25,0.00015,- / - / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,31.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,31.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,31.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,31.124,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,31.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,30.876,0.562,0.00015,- / - / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,30.5,0.75,0.00015,- / - / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,30.376,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,30.25,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,30.124,0.938,0.00015,- / - / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,30,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,29.876,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,29.75,1.125,0.00015,- / - / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,29.624,1.188,0.00015,- / - / 1.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,32.0,32,29.5,1.25,0.00015,- / - / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,33.25,0.375,0.00015,STD / - / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,33,0.5,0.00015,XS / 20 / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,33.376,0.312,0.00015,- / 10 / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,32.75,0.625,0.00015,- / 30 / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,32.624,0.688,0.00015,- / 40 / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,33.5,0.25,0.00015,- / - / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,33.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,33.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,33.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,33.124,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,33.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,32.876,0.562,0.00015,- / - / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,32.5,0.75,0.00015,- / - / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,32.376,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,32.25,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,32.124,0.938,0.00015,- / - / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,32,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,31.876,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,31.75,1.125,0.00015,- / - / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,31.624,1.188,0.00015,- / - / 1.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,34.0,34,31.5,1.25,0.00015,- / - / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,35.25,0.375,0.00015,STD / - / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,35,0.5,0.00015,XS / 20 / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,35.376,0.312,0.00015,- / 10 / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,34.75,0.625,0.00015,- / 30 / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,34.5,0.75,0.00015,- / 40 / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,35.5,0.25,0.00015,- / - / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,35.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,35.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,35.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,35.124,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,35.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,34.876,0.562,0.00015,- / - / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,34.624,0.688,0.00015,- / - / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,34.376,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,34.25,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,34.124,0.938,0.00015,- / - / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,36.0,36,34,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Plastic Irrigation Pipe (PIP) per ASTM D2241,6.0,6.14,5.892,0.12,0.000007,DR51 / 0.12 / 80 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,6.0,6.14,5.832,0.15,0.000007,DR41 / 0.15 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,6.0,6.14,5.751,0.189,0.000007,DR32.5 / 0.189 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,8.0,8.16,7.83,0.16,0.000007,DR51 / 0.16 / 80 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,8.0,8.16,7.75,0.199,0.000007,DR41 / 0.199 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,8.0,8.16,7.643,0.251,0.000007,DR32.5 / 0.251 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,10.0,10.2,9.788,0.2,0.000007,DR51 / 0.2 / 80 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,10.0,10.2,9.688,0.249,0.000007,DR41 / 0.249 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,10.0,10.2,9.553,0.314,0.000007,DR32.5 / 0.314 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,12.0,12.24,11.746,0.24,0.000007,DR51 / 0.24 / 80 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,12.0,12.24,11.625,0.299,0.000007,DR41 / 0.299 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,12.0,12.24,11.464,0.377,0.000007,DR32.5 / 0.377 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,15.0,15.3,14.682,0.3,0.000007,DR51 / 0.3 / 80 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,15.0,15.3,14.531,0.373,0.000007,DR41 / 0.373 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,15.0,15.3,14.33,0.471,0.000007,DR32.5 / 0.471 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,15.0,15.3,14.088,0.588,0.000007,DR26 / 0.588 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,15.0,15.3,13.799,0.729,0.000007,DR21 / 0.729 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,18.0,18.701,17.946,0.367,0.000007,DR51 / 0.367 / 80 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,18.0,18.701,17.761,0.456,0.000007,DR41 / 0.456 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,18.0,18.701,17.516,0.575,0.000007,DR32.5 / 0.575 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,18.0,18.701,17.219,0.719,0.000007,DR26 / 0.719 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,21.0,22.047,21.156,0.432,0.000007,DR51 / 0.432 / 80 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,21.0,22.047,20.939,0.538,0.000007,DR41 / 0.538 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,21.0,22.047,20.65,0.678,0.000007,DR32.5 / 0.678 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,21.0,22.047,20.3,0.848,0.000007,DR26 / 0.848 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,24.0,24.803,23.801,0.486,0.000007,DR51 / 0.486 / 80 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,24.0,24.803,23.557,0.605,0.000007,DR41 / 0.605 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,24.0,24.803,23.231,0.763,0.000007,DR32.5 / 0.763 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,24.0,24.803,22.838,0.954,0.000007,DR26 / 0.954 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,27.0,27.953,26.824,0.548,0.000007,DR51 / 0.548 / 80 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,27.0,27.953,26.549,0.682,0.000007,DR41 / 0.682 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,27.0,27.953,26.181,0.86,0.000007,DR32.5 / 0.86 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic Irrigation Pipe (PIP) per ASTM D2241,27.0,27.953,25.738,1.075,0.000007,DR26 / 1.075 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,3.0,3.5,3.324,0.085,0.000007,DR41 / 0.085 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,3.0,3.5,3.278,0.108,0.000007,DR32.5 / 0.108 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,3.0,3.5,3.223,0.135,0.000007,DR26 / 0.135 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,3.0,3.5,3.157,0.167,0.000007,DR21 / 0.167 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,3.0,3.5,3.076,0.206,0.000007,DR17 / 0.206 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,3.0,3.5,2.966,0.259,0.000007,DR13.5 / 0.259 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,4.0,4.5,4.215,0.138,0.000007,DR32.5 / 0.138 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,4.0,4.5,4.274,0.11,0.000007,DR32.5 / 0.11 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,4.0,4.5,4.143,0.173,0.000007,DR26 / 0.173 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,4.0,4.5,4.059,0.214,0.000007,DR21 / 0.214 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,4.0,4.5,3.955,0.265,0.000007,DR17 / 0.265 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,4.0,4.5,3.813,0.333,0.000007,DR13.5 / 0.333 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,5.0,5.563,5.21,0.171,0.000007,DR32.5 / 0.171 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,5.0,5.563,5.283,0.136,0.000007,DR32.5 / 0.136 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,5.0,5.563,5.122,0.214,0.000007,DR26 / 0.214 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,5.0,5.563,5.017,0.265,0.000007,DR21 / 0.265 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,5.0,5.563,4.889,0.327,0.000007,DR17 / 0.327 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,5.0,5.563,4.714,0.412,0.000007,DR13.5 / 0.412 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,6.0,6.625,6.205,0.204,0.000007,DR32.5 / 0.204 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,6.0,6.625,6.292,0.162,0.000007,DR32.5 / 0.162 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,6.0,6.625,6.1,0.255,0.000007,DR26 / 0.255 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,6.0,6.625,5.975,0.315,0.000007,DR21 / 0.315 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,6.0,6.625,5.822,0.39,0.000007,DR17 / 0.39 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,6.0,6.625,5.614,0.491,0.000007,DR13.5 / 0.491 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,8.0,8.625,8.078,0.265,0.000007,DR32.5 / 0.265 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,8.0,8.625,8.192,0.21,0.000007,DR27.5 / 0.21 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,8.0,8.625,7.942,0.332,0.000007,DR26 / 0.332 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,8.0,8.625,7.779,0.411,0.000007,DR21 / 0.411 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,8.0,8.625,7.58,0.507,0.000007,DR17 / 0.507 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,8.0,8.625,7.309,0.639,0.000007,DR13.5 / 0.639 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,10.0,10.75,10.069,0.331,0.000007,DR32.5 / 0.331 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,10.0,10.75,10.21,0.262,0.000007,DR27.5 / 0.262 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,10.0,10.75,9.898,0.413,0.000007,DR26 / 0.413 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,10.0,10.75,9.695,0.512,0.000007,DR21 / 0.512 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,10.0,10.75,9.447,0.632,0.000007,DR17 / 0.632 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,10.0,10.75,9.11,0.796,0.000007,DR13.5 / 0.796 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,12.0,12.75,11.942,0.392,0.000007,DR32.5 / 0.392 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,12.0,12.75,12.109,0.311,0.000007,DR27.5 / 0.311 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,12.0,12.75,11.74,0.49,0.000007,DR26 / 0.49 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,12.0,12.75,11.499,0.607,0.000007,DR21 / 0.607 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,12.0,12.75,11.205,0.75,0.000007,DR17 / 0.75 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,12.0,12.75,10.804,0.944,0.000007,DR13.5 / 0.944 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,14.0,14,13.113,0.431,0.000007,DR32.5 / 0.431 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,14.0,14,13.297,0.341,0.000007,DR27.5 / 0.341 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,14.0,14,12.891,0.538,0.000007,DR26 / 0.538 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,14.0,14,12.627,0.667,0.000007,DR21 / 0.667 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,14.0,14,12.304,0.824,0.000007,DR17 / 0.824 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,14.0,14,11.864,1.037,0.000007,DR13.5 / 1.037 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,16.0,16,14.986,0.492,0.000007,DR32.5 / 0.492 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,16.0,16,15.196,0.39,0.000007,DR32.5 / 0.39 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,16.0,16,14.732,0.615,0.000007,DR26 / 0.615 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,16.0,16,14.43,0.762,0.000007,DR21 / 0.762 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,16.0,16,14.061,0.941,0.000007,DR17 / 0.941 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,16.0,16,13.559,1.185,0.000007,DR13.5 / 1.185 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,18.0,18,16.859,0.554,0.000007,DR32.5 / 0.554 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,18.0,18,17.096,0.439,0.000007,DR32.5 / 0.439 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,18.0,18,16.574,0.692,0.000007,DR26 / 0.692 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,18.0,18,16.234,0.857,0.000007,DR21 / 0.857 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,18.0,18,15.819,1.059,0.000007,DR17 / 1.059 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,18.0,18,15.253,1.333,0.000007,DR13.5 / 1.333 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,20.0,20,18.732,0.615,0.000007,DR32.5 / 0.615 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,20.0,20,18.995,0.488,0.000007,DR32.5 / 0.488 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,20.0,20,18.415,0.769,0.000007,DR26 / 0.769 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,20.0,20,18.038,0.952,0.000007,DR21 / 0.952 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,20.0,20,17.576,1.176,0.000007,DR17 / 1.176 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,20.0,20,16.948,1.481,0.000007,DR13.5 / 1.481 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,24.0,24,22.479,0.738,0.000007,DR32.5 / 0.738 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,24.0,24,22.794,0.585,0.000007,DR32.5 / 0.585 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,24.0,24,22.098,0.923,0.000007,DR26 / 0.923 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,24.0,24,21.646,1.143,0.000007,DR21 / 1.143 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,24.0,24,21.092,1.412,0.000007,DR17 / 1.412 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,24.0,24,20.338,1.778,0.000007,DR13.5 / 1.778 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,30.0,30,28.098,0.923,0.000007,DR32.5 / 0.923 / 125 psi,Identification / Minimum Thickness / Pressure Class
